Sample,Locally Observable Interference,Manually Analyzed,Commit,Project,Class,Build Manager,Original Version,Transformed Version,Original Without Dependencies Version,Additional Changes on Source Code
Guilherme,No,Yes,d96120f327107feb1ebb15e7c090dc38eeff72ca,https://github.com/jOOQ/jOOQ,DSL.coalesce,Maven,https://github.com/spgroup/mergedataset/tree/master/jOOQ/d96120f327107feb1ebb15e7c090dc38eeff72ca/original,https://github.com/spgroup/mergedataset/tree/master/jOOQ/d96120f327107feb1ebb15e7c090dc38eeff72ca/transformed,,Yes
Roberto,No,Yes,ffc0c6e274094c6423e29d1c45bab1593b8fac7d,https://github.com/atmosphere/atmosphere,AtmosphereConfig,Maven,https://github.com/spgroup/mergedataset/tree/master/atmosphere/ffc0c6e274094c6423e29d1c45bab1593b8fac7d/original,https://github.com/spgroup/mergedataset/tree/master/atmosphere/ffc0c6e274094c6423e29d1c45bab1593b8fac7d/transformed,,Yes
Guilherme,Yes,Yes,e825a7fdc6ef688f1253b93d2cb236e710acfc56,https://github.com/kongchen/swagger-maven-plugin,AbstractReader.hasValidAnnotations,Maven,https://github.com/spgroup/mergedataset/tree/master/swagger-maven-plugin/e825a7fdc6ef688f1253b93d2cb236e710acfc56/original,https://github.com/spgroup/mergedataset/tree/master/swagger-maven-plugin/e825a7fdc6ef688f1253b93d2cb236e710acfc56/transformed,https://github.com/spgroup/mergedataset/tree/master/swagger-maven-plugin/e825a7fdc6ef688f1253b93d2cb236e710acfc56/original-without-dependencies,No
DeSouza,No,Yes,ea8107b6a53fa60b5f23b33e1b6d2e88bb60133c,https://github.com/spring-projects/spring-boot,UndertowEmbeddedServletContainerFactory,Maven,https://github.com/spgroup/mergedataset/tree/master/spring-boot/ea8107b6a53fa60b5f23b33e1b6d2e88bb60133c/original,https://github.com/spgroup/mergedataset/tree/master/spring-boot/ea8107b6a53fa60b5f23b33e1b6d2e88bb60133c/transformed,https://github.com/spgroup/mergedataset/tree/master/spring-boot/ea8107b6a53fa60b5f23b33e1b6d2e88bb60133c/original-without-dependencies,Yes
DeSouza,No,Yes,af20dc6cc45c032573413c401f9f73aa75371744,https://github.com/spring-projects/spring-boot,ExplodedArchive,Maven,https://github.com/spgroup/mergedataset/tree/master/spring-boot/af20dc6cc45c032573413c401f9f73aa75371744/original,https://github.com/spgroup/mergedataset/tree/master/spring-boot/af20dc6cc45c032573413c401f9f73aa75371744/transformed,https://github.com/spgroup/mergedataset/tree/master/spring-boot/af20dc6cc45c032573413c401f9f73aa75371744/original-without-dependencies,No
Roberto,No,Yes,387c16ea05ef9fa312f37139228d2bbf61455ff4,https://github.com/thinkaurelius/titan,SerializerInitialization.initialize,Maven,https://github.com/spgroup/mergedataset/tree/master/titan/387c16ea05ef9fa312f37139228d2bbf61455ff4/original,https://github.com/spgroup/mergedataset/tree/master/titan/387c16ea05ef9fa312f37139228d2bbf61455ff4/transformed,https://github.com/spgroup/mergedataset/tree/master/titan/387c16ea05ef9fa312f37139228d2bbf61455ff4/original-without-dependencies,No
Guilherme,No,Additional Check,fee4762322f85a1109edd75ccb67f38cf5008c80,https://github.com/jhy/jsoup,HttpConnection.createConnection,Maven,https://github.com/spgroup/mergedataset/tree/master/jsoup/fee4762322f85a1109edd75ccb67f38cf5008c80/original,https://github.com/spgroup/mergedataset/tree/master/jsoup/fee4762322f85a1109edd75ccb67f38cf5008c80/transformed,https://github.com/spgroup/mergedataset/tree/master/jsoup/fee4762322f85a1109edd75ccb67f38cf5008c80/original-without-dependencies,No
DeSouza,No,No,2b6c719c6645f8e48dca6d0047c752069d321bc4,https://github.com/square/retrofit,RestAdapter.logAndReplaceResponse,Maven,https://github.com/spgroup/mergedataset/tree/master/retrofit/2b6c719c6645f8e48dca6d0047c752069d321bc4/original,https://github.com/spgroup/mergedataset/tree/master/retrofit/2b6c719c6645f8e48dca6d0047c752069d321bc4/transformed,https://github.com/spgroup/mergedataset/tree/master/retrofit/2b6c719c6645f8e48dca6d0047c752069d321bc4/original-without-dependencies,No
DeSouza,No,No,2b6c719c6645f8e48dca6d0047c752069d321bc4,https://github.com/square/retrofit,RestAdapter.logAndReplaceRequest,Maven,https://github.com/spgroup/mergedataset/tree/master/retrofit/2b6c719c6645f8e48dca6d0047c752069d321bc4/original,https://github.com/spgroup/mergedataset/tree/master/retrofit/2b6c719c6645f8e48dca6d0047c752069d321bc4/transformed,https://github.com/spgroup/mergedataset/tree/master/retrofit/2b6c719c6645f8e48dca6d0047c752069d321bc4/original-without-dependencies,No
Roberto,No,Additional Check,bf46684ba62f5883673ea8fb0a14aecfe0aedea2,https://github.com/Activiti/Activiti,UserTaskActivityBehavior.execute,Maven,https://github.com/spgroup/mergedataset/tree/master/activiti/bf46684ba62f5883673ea8fb0a14aecfe0aedea2/original,https://github.com/spgroup/mergedataset/tree/master/activiti/bf46684ba62f5883673ea8fb0a14aecfe0aedea2/transformed,https://github.com/spgroup/mergedataset/tree/master/activiti/bf46684ba62f5883673ea8fb0a14aecfe0aedea2/original-without-dependencies,No
Roberto,No,Additional Check,1151c9853ccc3c9c3211c613b9b845b925f8c6a6,https://github.com/square/okhttp,GzipSource.consumeHeader,Maven,https://github.com/spgroup/mergedataset/tree/master/okhttp/1151c9853ccc3c9c3211c613b9b845b925f8c6a6/original,https://github.com/spgroup/mergedataset/tree/master/okhttp/1151c9853ccc3c9c3211c613b9b845b925f8c6a6/transformed,https://github.com/spgroup/mergedataset/tree/master/okhttp/1151c9853ccc3c9c3211c613b9b845b925f8c6a6/original-without-dependencies,No
Roberto,No,Additional Check,1bca94af9ec625f21d1b58ff10efb5be71ab87a6,https://github.com/brettwooldridge/HikariCP,HikariConfig.validate,Maven,https://github.com/spgroup/mergedataset/tree/master/HikariCP/1bca94af9ec625f21d1b58ff10efb5be71ab87a6/original,https://github.com/spgroup/mergedataset/tree/master/HikariCP/1bca94af9ec625f21d1b58ff10efb5be71ab87a6/transformed,https://github.com/spgroup/mergedataset/tree/master/HikariCP/1bca94af9ec625f21d1b58ff10efb5be71ab87a6/original-without-dependencies,No
Guilherme,No,Additional Check,bae968d9a85c0501ba8842a6f88e7fc2c6b78693,https://github.com/sanity/quickml,OutOfTimeCrossValidatorRunner.getRandomForestBuilder,Maven,https://github.com/spgroup/mergedataset/tree/master/quickml/bae968d9a85c0501ba8842a6f88e7fc2c6b78693/original,https://github.com/spgroup/mergedataset/tree/master/quickml/bae968d9a85c0501ba8842a6f88e7fc2c6b78693/transformed,https://github.com/spgroup/mergedataset/tree/master/quickml/bae968d9a85c0501ba8842a6f88e7fc2c6b78693/original-without-dependencies,No
Guilherme,No,Additional Check,58901c846e4f0874977c5aabbc34bcb4de3670e0,https://github.com/jchambers/pushy,PushManager.handleConnectionClosure,Maven,https://github.com/spgroup/mergedataset/tree/master/pushy/58901c846e4f0874977c5aabbc34bcb4de3670e0/original,https://github.com/spgroup/mergedataset/tree/master/pushy/58901c846e4f0874977c5aabbc34bcb4de3670e0/transformed,https://github.com/spgroup/mergedataset/tree/master/pushy/58901c846e4f0874977c5aabbc34bcb4de3670e0/original-without-dependencies,No
Guilherme,No,Additional Check,ca42fcfaf45cae1754c58e02e1d5d2a58ec03561,https://github.com/DiUS/java-faker,Faker.constructor,Maven,https://github.com/spgroup/mergedataset/tree/master/java-faker/ca42fcfaf45cae1754c58e02e1d5d2a58ec03561/original,https://github.com/spgroup/mergedataset/tree/master/java-faker/ca42fcfaf45cae1754c58e02e1d5d2a58ec03561/transformed,https://github.com/spgroup/mergedataset/tree/master/java-faker/ca42fcfaf45cae1754c58e02e1d5d2a58ec03561/original-without-dependencies,No
Guilherme,No,Additional Check,e7fea7c4889dbdd6a4e0b2d059c8aa0f126ab1c2,https://github.com/swagger-api/swagger-core,OperationParser.getSchemaFromAnnotation,Maven,https://github.com/spgroup/mergedataset/tree/master/swagger-core/e7fea7c4889dbdd6a4e0b2d059c8aa0f126ab1c2/original,https://github.com/spgroup/mergedataset/tree/master/swagger-core/e7fea7c4889dbdd6a4e0b2d059c8aa0f126ab1c2/transformed,https://github.com/spgroup/mergedataset/tree/master/swagger-core/e7fea7c4889dbdd6a4e0b2d059c8aa0f126ab1c2/original-without-dependencies,No
Roberto,No,Additional Check,4505c156b6267c1b760deec570ddbfe047b42aa9,https://github.com/cucumber/cucumber-jvm,JavaLanguage.load,Maven,https://github.com/spgroup/mergedataset/tree/master/cucumber-jvm/4505c156b6267c1b760deec570ddbfe047b42aa9/original,https://github.com/spgroup/mergedataset/tree/master/cucumber-jvm/4505c156b6267c1b760deec570ddbfe047b42aa9/transformed,https://github.com/spgroup/mergedataset/tree/master/cucumber-jvm/4505c156b6267c1b760deec570ddbfe047b42aa9/original-without-dependencies,No
Roberto,No,Additional Check,ddd15a681bf42360337844412cae4aba1556eb88,https://github.com/dropwizard/dropwizard,io.dropwizard.setup.Bootstrap.Bootstrap,Maven,,,https://github.com/spgroup/mergedataset/tree/master/dropwizard/ddd15a681bf42360337844412cae4aba1556eb88/original-without-dependencies,No
Roberto,No,Additional Check,0588608e7a2bdf974c985ff546207104f672bf6c,https://github.com/hector-client/hector,me.prettyprint.cassandra.connection.client.HSaslThriftClient.open,Maven,,,https://github.com/spgroup/mergedataset/tree/master/hector/0588608e7a2bdf974c985ff546207104f672bf6c/original-without-dependencies,No
Roberto,No,Additional Check,a33a46506656a39d1b0f7780973905665d3b6145,https://github.com/hector-client/hector,me.prettyprint.cassandra.connection.client.HKerberosThriftClient.open,Maven,,,https://github.com/spgroup/mergedataset/tree/master/hector/a33a46506656a39d1b0f7780973905665d3b6145/original-without-dependencies,No
Roberto,No,Additional Check,213f7887ea70eabdf0705cf8454de29af89e8c38,https://github.com/hector-client/hector,me.prettyprint.cassandra.connection.HConnectionManager.operateWithFailover,Maven,,,https://github.com/spgroup/mergedataset/tree/master/hector/213f7887ea70eabdf0705cf8454de29af89e8c38/original-without-dependencies,No
Roberto,No,Additional Check,48b2b951dfb3438999ceda330093cac82b857ce6,https://github.com/jenkinsci/jenkins,jenkins.slaves.DefaultJnlpSlaveReceiver.handle,Maven,,,https://github.com/spgroup/mergedataset/tree/master/jenkins/48b2b951dfb3438999ceda330093cac82b857ce6/original-without-dependencies,No
Roberto,No,Additional Check,542843fd04a793fb9e0eea0c84d199e66d7c15af,https://github.com/qos-ch/logback,ch.qos.logback.core.rolling.TimeBasedFileNamingAndTriggeringPolicyBase.start,Maven,,,https://github.com/spgroup/mergedataset/tree/master/logback/542843fd04a793fb9e0eea0c84d199e66d7c15af/original-without-dependencies,No
Roberto,No,Additional Check,a5ce3bcc0a1d196745c575ad6602019f7a6b86f8,https://github.com/orientechnologies/orientdb,com.orientechnologies.orient.core.Orient.startup,Maven,,,https://github.com/spgroup/mergedataset/tree/master/orientdb/a5ce3bcc0a1d196745c575ad6602019f7a6b86f8/original-without-dependencies,No
Roberto,No,Additional Check,a40a4130edcdadc2340da5787ca30353018173f2,https://github.com/ReactiveX/RxJava,rx.internal.operators.OperatorMulticast.connect,Gradle,,,https://github.com/spgroup/mergedataset/tree/master/RxJava/a40a4130edcdadc2340da5787ca30353018173f2/original-without-dependencies,No
Roberto,No,Additional Check,c39c19bc6b9231601f6bc7358e638a99adf37e0d,https://github.com/Netflix/SimianArmy,com.netflix.simianarmy.basic.BasicSimianArmyContext.BasicSimianArmyContext,Gradle,,,https://github.com/spgroup/mergedataset/tree/master/SimianArmy/c39c19bc6b9231601f6bc7358e638a99adf37e0d/original-without-dependencies,No
Roberto,No,Additional Check,dafe76c90024a915224264b4862b33f40cb8478c,https://github.com/Alluxio/alluxio,tachyon.hadoop.HdfsFileInputStream.HdfsFileInputStream,Maven,,,https://github.com/spgroup/mergedataset/tree/master/alluxio/dafe76c90024a915224264b4862b33f40cb8478c/original-without-dependencies,No
Roberto,No,Additional Check,04edd7f0e7eab2e8255a497922e34dc707d84c19,https://github.com/thinkaurelius/titan,com.thinkaurelius.titan.graphdb.transaction.StandardTitanTx.StandardTitanTx,Maven,,,https://github.com/spgroup/mergedataset/tree/master/titan/04edd7f0e7eab2e8255a497922e34dc707d84c19/original-without-dependencies,No
Roberto,No,Additional Check,b30fdfebe30c9b6e37b9fbc3fec0ff74cd19f997,https://github.com/voldemort/voldemort,voldemort.VoldemortClientShell.VoldemortClientShell,Gradle,,,https://github.com/spgroup/mergedataset/tree/master/voldemort/b30fdfebe30c9b6e37b9fbc3fec0ff74cd19f997/original-without-dependencies,No
Roberto,No,Additional Check,4cc1c145819030c8e2baffe4c92383de14b8d880,https://github.com/voldemort/voldemort,voldemort.server.VoldemortConfig.VoldemortConfig,Gradle,,,https://github.com/spgroup/mergedataset/tree/master/voldemort/4cc1c145819030c8e2baffe4c92383de14b8d880/original-without-dependencies,No
Roberto,No,Additional Check,6b6ce8e851c6613213c4508c3f277a80649e0c7b,https://github.com/richardwilly98/elasticsearch-river-mongodb,org.elasticsearch.river.mongodb.MongoDBRiverDefinition.parseSettings,Maven,,,https://github.com/spgroup/mergedataset/tree/master/elasticsearch-river-mongodb/6b6ce8e851c6613213c4508c3f277a80649e0c7b/original-without-dependencies,No
DeSouza,No,Additional Check,0404db65e3497452886173957729c8e82cfd4a03,https://github.com/elastic/elasticsearch,org.elasticsearch.test.ESSingleNodeTestCase.newNode,Gradle,,,https://github.com/spgroup/mergedataset/tree/master/elasticsearch/0404db65e3497452886173957729c8e82cfd4a03/original-without-dependencies,No
DeSouza,No,Additional Check,3764b3ff800c94293aba0bb0fa18c7df80a764f7,https://github.com/elastic/elasticsearch,org.elasticsearch.rest.action.cat.RestShardsAction.getTableWithHeader,Gradle,,,https://github.com/spgroup/mergedataset/tree/master/elasticsearch/3764b3ff800c94293aba0bb0fa18c7df80a764f7/original-without-dependencies,No
DeSouza,No,Additional Check,3764b3ff800c94293aba0bb0fa18c7df80a764f7,https://github.com/elastic/elasticsearch,org.elasticsearch.rest.action.cat.RestIndicesAction.getTableWithHeader,Gradle,,,https://github.com/spgroup/mergedataset/tree/master/elasticsearch/3764b3ff800c94293aba0bb0fa18c7df80a764f7/original-without-dependencies,No
DeSouza,No,Additional Check,3764b3ff800c94293aba0bb0fa18c7df80a764f7,https://github.com/elastic/elasticsearch,org.elasticsearch.rest.action.cat.RestNodesAction.getTableWithHeader,Gradle,,,https://github.com/spgroup/mergedataset/tree/master/elasticsearch/3764b3ff800c94293aba0bb0fa18c7df80a764f7/original-without-dependencies,No
DeSouza,No,Additional Check,da27e2dae56be0a159e82231e5c3a5b83b099063,https://github.com/libgdx/libgdx,com.badlogic.gdx.backends.lwjgl3.Lwjgl3Application.newWindow,Maven,,,https://github.com/spgroup/mergedataset/tree/master/libgdx/da27e2dae56be0a159e82231e5c3a5b83b099063/original-without-dependencies,No
DeSouza,No,Additional Check,da27e2dae56be0a159e82231e5c3a5b83b099063,https://github.com/libgdx/libgdx,com.badlogic.gdx.backends.lwjgl3.Lwjgl3ApplicationConfiguration.copy,Maven,,,https://github.com/spgroup/mergedataset/tree/master/libgdx/da27e2dae56be0a159e82231e5c3a5b83b099063/original-without-dependencies,No
DeSouza,No,Additional Check,1c47b0cb26e6d971eefa42ebb3479099236b0125,https://github.com/ReactiveX/RxJava,rx.concurrency.TestScheduler,Gradle,,,https://github.com/spgroup/mergedataset/tree/master/RxJava/1c47b0cb26e6d971eefa42ebb3479099236b0125/original-without-dependencies,No
Roberto,No,Additional Check,6b6ce8e851c6613213c4508c3f277a80649e0c7b,https://github.com/richardwilly98/elasticsearch-river-mongodb,org.elasticsearch.river.mongodb.MongoDBRiverDefinition.parseSettings,Maven,,,https://github.com/spgroup/mergedataset/tree/master/elasticsearch-river-mongodb/6b6ce8e851c6613213c4508c3f277a80649e0c7b/original-without-dependencies,No
Roberto,No,Additional Check,6b6ce8e851c6613213c4508c3f277a80649e0c7b,https://github.com/richardwilly98/elasticsearch-river-mongodb,org.elasticsearch.river.mongodb.Indexer.processBlockingQueue,Maven,,,https://github.com/spgroup/mergedataset/tree/master/elasticsearch-river-mongodb/6b6ce8e851c6613213c4508c3f277a80649e0c7b/original-without-dependencies,No
